dataset,level_1,level_2,level_3,fname,longitude,latitude
ossl,soil,soil,83d165df8a35a163dea7821654e0efcf,0103_83d165df8a35a163dea7821654e0efcf,-118.6906944,40.50436111
ossl,soil,soil,3f2f7f2c3c4e8ac3451f68d2ef2179b5,0102_3f2f7f2c3c4e8ac3451f68d2ef2179b5,-118.6644167,40.04952778
ossl,soil,soil,dbc97b125b9f02dee3823b2ca58a0f2d,0101_dbc97b125b9f02dee3823b2ca58a0f2d,-118.6710833,40.27041667
ossl,soil,soil,bbd311d57a856ad0a5d57fb8781dda97,0100_bbd311d57a856ad0a5d57fb8781dda97,-118.5800833,40.08952778
ossl,soil,soil,def4d5b3a34af9c93bb43bbb8868934e,0099_def4d5b3a34af9c93bb43bbb8868934e,-118.6222778,39.04719444
ossl,soil,soil,c981fdf79a3aed20f4b35e8786325056,0098_c981fdf79a3aed20f4b35e8786325056,-119.2319167,39.244
ossl,soil,soil,742ac6b5dc0109b50c1506eee8c8c895,0097_742ac6b5dc0109b50c1506eee8c8c895,-118.6955278,39.08725
ossl,soil,soil,fa14e26aa100e41821a2050bf4edfb67,0096_fa14e26aa100e41821a2050bf4edfb67,-119.0143333,39.549
ossl,soil,soil,06277c373fd4be8ecb96de3776dd0963,0094_06277c373fd4be8ecb96de3776dd0963,-104.3864972,31.76400833
ossl,soil,soil,7eed86ac830118194de9b380748eb311,0071_7eed86ac830118194de9b380748eb311,-101.1076306,41.56757222
ossl,soil,soil,edbdb49c269cbd977d7c31555bc03a9b,0065_edbdb49c269cbd977d7c31555bc03a9b,16.63333333,-23.225
ossl,soil,soil,f6a274d9bd43311f4c3a39a03d46c2d8,0064_f6a274d9bd43311f4c3a39a03d46c2d8,15.81722222,-23.29083333
ossl,soil,soil,fcd0d9f2a120c84ca65336888f626ec4,0044_fcd0d9f2a120c84ca65336888f626ec4,55.86666667,24.33333333
ossl,soil,soil,03ef00a4280c8e5115edb34d00e29a06,0006_03ef00a4280c8e5115edb34d00e29a06,140.833,-36.28333333
ngsa,soil,soil,TS0513,TS0513,117.984,-27.699
ngsa,soil,soil,TS0613,TS0613,122.173,-33.592
ngsa,soil,soil,TS0610,TS0610,121.56,-33.759
ngsa,soil,soil,TS0538,TS0538,119.021,-30.312
ossl,soil,soil,65f929d77ace58c254700c1d65efb707,0327_65f929d77ace58c254700c1d65efb707,-102.5644,37.31875
ngsa,soil,soil,TS1149,TS1149,146.842,-28.346
ngsa,soil,soil,TS1144,TS1144,148.84,-28.333
ngsa,soil,soil,TS0942,TS0942,139.96,-19.241
ngsa,soil,soil,TS0939,TS0939,141.195,-18.85
ngsa,soil,soil,TS0931,TS0931,140.873,-18.437
ngsa,soil,soil,TS0929,TS0929,139.9,-18.225
ngsa,soil,soil,TS0927,TS0927,140.719,-18.561
ngsa,soil,soil,TS0923,TS0923,139.136,-18.165
ngsa,soil,soil,TS0922,TS0922,138.684,-18.204
ngsa,soil,soil,TS0943,TS0943,141.306,-18.614
ngsa,soil,soil,TS0921,TS0921,138.856,-18.045
ngsa,soil,soil,TS0917,TS0917,140.564,-18.018
ngsa,soil,soil,TS0916,TS0916,140.181,-17.947
ngsa,soil,soil,TS0915,TS0915,139.745,-17.837
ngsa,soil,soil,TS0912,TS0912,140.835,-17.962
ngsa,soil,soil,TS0907,TS0907,139.182,-17.636
ngsa,soil,soil,TS0856,TS0856,135.245,-25.849
ngsa,soil,soil,TS0855,TS0855,135.778,-25.703
ngsa,soil,soil,TS0918,TS0918,139.141,-17.936
ngsa,soil,soil,TS0854,TS0854,137.232,-25.768
ngsa,soil,soil,TS0946,TS0946,141.82,-19.456
ngsa,soil,soil,TS0952,TS0952,141.797,-20
ngsa,soil,soil,TS0989,TS0989,145.232,-21.875
ngsa,soil,soil,TS0985,TS0985,144.284,-21.951
ngsa,soil,soil,TS0984,TS0984,140.112,-22.089
ngsa,soil,soil,TS0982,TS0982,145.821,-21.444
ngsa,soil,soil,TS0978,TS0978,138.274,-21.365
ngsa,soil,soil,TS0976,TS0976,141.159,-20.308
ngsa,soil,soil,TS0974,TS0974,143.895,-20.668
ngsa,soil,soil,TS0947,TS0947,141.014,-19.557
ngsa,soil,soil,TS0972,TS0972,143.542,-20.804
ngsa,soil,soil,TS0969,TS0969,143.134,-20.707
ngsa,soil,soil,TS0967,TS0967,142.631,-20.639
ngsa,soil,soil,TS0963,TS0963,140.155,-19.894
ngsa,soil,soil,TS0962,TS0962,141.335,-20.402
ngsa,soil,soil,TS0959,TS0959,143.108,-20.255
ngsa,soil,soil,TS0955,TS0955,140.856,-19.543
ngsa,soil,soil,TS0954,TS0954,138.039,-20.149
ngsa,soil,soil,TS0971,TS0971,142.263,-20.803
ngsa,soil,soil,TS0851,TS0851,137.889,-25.706
ngsa,soil,soil,TS0847,TS0847,137.937,-25.192
ngsa,soil,soil,TS0834,TS0834,137.608,-24.985
ngsa,soil,soil,TS0185,TS0185,138.294,-26.773
ngsa,soil,soil,TS0184,TS0184,140.68,-27.048
ngsa,soil,soil,TS0183,TS0183,138.778,-27.062
ngsa,soil,soil,TS0182,TS0182,138.096,-27.356
ngsa,soil,soil,TS0181,TS0181,140.094,-27.472
ngsa,soil,soil,TS0179,TS0179,140.783,-27.72
ngsa,soil,soil,TS0178,TS0178,139.279,-28.064
ngsa,soil,soil,TS0187,TS0187,139.386,-26.303
ngsa,soil,soil,TS0177,TS0177,139.987,-28.482
ngsa,soil,soil,TS0175,TS0175,140.889,-28.766
ngsa,soil,soil,TS0174,TS0174,140.505,-29.011
ngsa,soil,soil,TS0172,TS0172,137.904,-29.241
ngsa,soil,soil,TS0170,TS0170,139.238,-29.266
ngsa,soil,soil,TS0169,TS0169,139.982,-29.38
ngsa,soil,soil,TS0168,TS0168,139.518,-29.414
ngsa,soil,soil,TS0167,TS0167,137.746,-29.449
ngsa,soil,soil,TS0176,TS0176,138.018,-28.559
ngsa,soil,soil,TS0724,TS0724,133.834,-17.799
ngsa,soil,soil,TS0725,TS0725,133.542,-17.658
ngsa,soil,soil,TS0726,TS0726,135.707,-17.953
ngsa,soil,soil,TS0830,TS0830,136.89,-24.118
ngsa,soil,soil,TS0799,TS0799,137.112,-22.24
ngsa,soil,soil,TS0795,TS0795,136.649,-21.652
ngsa,soil,soil,TS0783,TS0783,137.933,-20.968
ngsa,soil,soil,TS0772,TS0772,137.665,-20.576
ngsa,soil,soil,TS0771,TS0771,137.143,-20.456
ngsa,soil,soil,TS0769,TS0769,137.838,-20.452
ngsa,soil,soil,TS0759,TS0759,137.015,-20.042
ngsa,soil,soil,TS0752,TS0752,135.288,-19.478
ngsa,soil,soil,TS0748,TS0748,136.068,-19.293
ngsa,soil,soil,TS0747,TS0747,134.608,-19.139
ngsa,soil,soil,TS0746,TS0746,134.848,-18.662
ngsa,soil,soil,TS0741,TS0741,136.116,-18.577
ngsa,soil,soil,TS0735,TS0735,137.968,-17.982
ngsa,soil,soil,TS0733,TS0733,134.532,-18.278
ngsa,soil,soil,TS0730,TS0730,135.15,-18.257
ngsa,soil,soil,TS0728,TS0728,133.492,-18.171
ngsa,soil,soil,TS0990,TS0990,138.458,-21.949
ngsa,soil,soil,TS1147,TS1147,147.488,-27.992
ngsa,soil,soil,TS0991,TS0991,142.407,-22.228
ngsa,soil,soil,TS0993,TS0993,146.926,-21.928
ngsa,soil,soil,TS1109,TS1109,141.623,-25.964
ngsa,soil,soil,TS1107,TS1107,147.927,-26.475
ngsa,soil,soil,TS1105,TS1105,144.309,-26.34
ngsa,soil,soil,TS1101,TS1101,142.358,-25.755
ngsa,soil,soil,TS1098,TS1098,139.476,-25.826
ngsa,soil,soil,TS1093,TS1093,144.567,-25.919
ngsa,soil,soil,TS1092,TS1092,145.581,-25.807
ngsa,soil,soil,TS1110,TS1110,146.075,-26.387
ngsa,soil,soil,TS1091,TS1091,142.175,-25.681
ngsa,soil,soil,TS1087,TS1087,140.753,-25.694
ngsa,soil,soil,TS1082,TS1082,140.886,-25.465
ngsa,soil,soil,TS1079,TS1079,143.799,-25.238
ngsa,soil,soil,TS1078,TS1078,143.004,-25.069
ngsa,soil,soil,TS1077,TS1077,140.179,-25.056
ngsa,soil,soil,TS1076,TS1076,143.26,-25.179
ngsa,soil,soil,TS1074,TS1074,141.358,-25.064
ngsa,soil,soil,TS1088,TS1088,142.79,-25.601
ngsa,soil,soil,TS1073,TS1073,138.736,-24.977
ngsa,soil,soil,TS1111,TS1111,143.169,-26.315
ngsa,soil,soil,TS1113,TS1113,146.248,-26.392
ngsa,soil,soil,TS1143,TS1143,144.259,-28.568
ngsa,soil,soil,TS1142,TS1142,145.683,-28.059
ngsa,soil,soil,TS1139,TS1139,148.506,-27.798
ngsa,soil,soil,TS1138,TS1138,145.036,-28.159
ngsa,soil,soil,TS1136,TS1136,142.264,-27.755
ngsa,soil,soil,TS1135,TS1135,143.837,-27.989
ngsa,soil,soil,TS1134,TS1134,142.781,-27.641
ngsa,soil,soil,TS1112,TS1112,143.385,-26.296
ngsa,soil,soil,TS1132,TS1132,144.085,-27.529
ngsa,soil,soil,TS1128,TS1128,147.3,-27.468
ngsa,soil,soil,TS1126,TS1126,145.18,-27.351
ngsa,soil,soil,TS1123,TS1123,141.173,-27.085
ngsa,soil,soil,TS1119,TS1119,141.984,-27.497
ngsa,soil,soil,TS1116,TS1116,146.177,-26.654
ngsa,soil,soil,TS1115,TS1115,144.311,-26.84
ngsa,soil,soil,TS1114,TS1114,142.086,-26.923
ngsa,soil,soil,TS1129,TS1129,145.218,-27.394
ngsa,soil,soil,TS1069,TS1069,140.584,-24.837
ngsa,soil,soil,TS1066,TS1066,143.901,-24.752
ngsa,soil,soil,TS1062,TS1062,142.055,-24.448
ngsa,soil,soil,TS1018,TS1018,138.761,-22.874
ngsa,soil,soil,TS1016,TS1016,140.338,-23.04
ngsa,soil,soil,TS1015,TS1015,139.942,-22.891
ngsa,soil,soil,TS1013,TS1013,141.738,-23.034
ngsa,soil,soil,TS1012,TS1012,141.65,-23.054
ngsa,soil,soil,TS1011,TS1011,141.954,-22.814
ngsa,soil,soil,TS1007,TS1007,138.441,-22.512
ngsa,soil,soil,TS1019,TS1019,144.551,-22.993
ngsa,soil,soil,TS1005,TS1005,144.654,-22.479
ngsa,soil,soil,TS1003,TS1003,138.862,-22.908
ngsa,soil,soil,TS1002,TS1002,144.698,-22.303
ngsa,soil,soil,TS1001,TS1001,144.516,-22.42
ngsa,soil,soil,TS0999,TS0999,139.96,-22.411
ngsa,soil,soil,TS0998,TS0998,146.556,-22.222
ngsa,soil,soil,TS0996,TS0996,142.515,-22.282
ngsa,soil,soil,TS0995,TS0995,143.101,-22.385
ngsa,soil,soil,TS1004,TS1004,140.563,-22.612
ngsa,soil,soil,TS1022,TS1022,145.247,-22.98
ngsa,soil,soil,TS1023,TS1023,146.684,-23.14
ngsa,soil,soil,TS1024,TS1024,139.574,-23.217
ngsa,soil,soil,TS1061,TS1061,138.636,-24.928
ngsa,soil,soil,TS1059,TS1059,145.201,-24.496
ngsa,soil,soil,TS1057,TS1057,145.203,-24.312
ngsa,soil,soil,TS1056,TS1056,144.969,-24.072
ngsa,soil,soil,TS1053,TS1053,138.83,-24.312
ngsa,soil,soil,TS1051,TS1051,143.353,-24.109
ngsa,soil,soil,TS1046,TS1046,144.853,-24.023
ngsa,soil,soil,TS1045,TS1045,143.132,-24.085
ngsa,soil,soil,TS1044,TS1044,141.091,-24.168
ngsa,soil,soil,TS1042,TS1042,141.097,-23.706
ngsa,soil,soil,TS1038,TS1038,143.877,-23.636
ngsa,soil,soil,TS1037,TS1037,139.471,-24.361
ngsa,soil,soil,TS1035,TS1035,143.846,-23.616
ngsa,soil,soil,TS1032,TS1032,145.805,-23.557
ngsa,soil,soil,TS1030,TS1030,141.51,-23.349
ngsa,soil,soil,TS1027,TS1027,139.875,-23.661
ngsa,soil,soil,TS1025,TS1025,144.383,-23.193
ngsa,soil,soil,TS0992,TS0992,138.698,-22.19
ssl-ir,soil,O2,O2,ssl-ir_O2,35.217018,31.771959
